1	0	6.000e-06	false	1,0,0,0,0,0,4,0,0,3,0,0,0,0,0,4
2	1	3.230e-05	false	1,2,0,0,0,0,4,0,0,3,0,0,0,0,0,4
3	1	3.880e-05	false	1,4,0,0,0,0,4,0,0,3,0,0,0,0,0,4
4	2	4.280e-05	false	1,4,0,0,0,2,4,0,0,3,0,0,0,0,0,4
5	3	5.010e-05	false	1,4,0,0,3,2,4,0,0,3,0,0,0,0,0,4
6	4	5.480e-05	false	1,4,0,0,3,2,4,1,0,3,0,0,0,0,0,4
7	5	5.790e-05	false	1,4,0,2,3,2,4,1,0,3,0,0,0,0,0,4
8	6	6.020e-05	false	1,4,3,2,3,2,4,1,0,3,0,0,0,0,0,4
9	5	6.280e-05	false	1,4,0,3,3,2,4,1,0,3,0,0,0,0,0,4
10	6	6.500e-05	false	1,4,2,3,3,2,4,1,0,3,0,0,0,0,0,4
11	7	6.700e-05	false	1,4,2,3,3,2,4,1,0,3,0,2,0,0,0,4
12	8	6.910e-05	false	1,4,2,3,3,2,4,1,0,3,1,2,0,0,0,4
13	9	7.610e-05	false	1,4,2,3,3,2,4,1,0,3,1,2,0,0,3,4
14	10	8.000e-05	false	1,4,2,3,3,2,4,1,4,3,1,2,0,0,3,4
15	11	8.190e-05	false	1,4,2,3,3,2,4,1,4,3,1,2,2,0,3,4
16	12	8.370e-05	true	1,4,2,3,3,2,4,1,4,3,1,2,2,1,3,4
