1	0	0.001133	false	1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2	0	0.001168	false	1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3	0	0.001183	false	1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0
4	0	0.001198	false	1,2,0,0,3,4,0,0,0,0,0,0,0,0,0,0
5	0	0.001209	false	1,2,0,0,3,4,0,0,0,1,0,0,0,0,0,0
6	0	0.001250	false	1,2,0,0,3,4,0,0,0,1,0,0,0,3,0,0
7	0	0.001287	false	1,2,0,0,3,4,0,0,2,1,0,0,0,3,0,0
8	0	0.001303	false	1,2,0,0,3,4,0,0,2,1,0,0,4,3,0,0
9	0	0.001345	false	1,2,0,0,3,4,0,0,0,3,0,0,0,0,0,0
10	0	0.001378	false	1,2,0,0,3,4,0,0,0,3,0,0,0,1,0,0
11	0	0.001448	false	1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12	0	0.001471	false	1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13	0	0.001493	false	1,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0
14	0	0.001511	false	1,4,0,0,3,2,0,0,0,0,0,0,0,0,0,0
15	0	0.001526	false	1,4,0,0,3,2,0,0,0,1,0,0,0,0,0,0
16	0	0.001561	false	1,4,0,0,3,2,0,0,0,1,0,0,0,3,0,0
17	0	0.001602	false	1,4,0,0,3,2,0,0,2,1,0,0,0,3,0,0
18	0	0.001618	false	1,4,0,0,3,2,0,0,2,1,0,0,4,3,0,0
19	0	0.001636	false	1,4,3,0,3,2,0,0,2,1,0,0,4,3,0,0
20	0	0.001656	false	1,4,3,2,3,2,0,0,2,1,0,0,4,3,0,0
21	0	0.001666	false	1,4,3,2,3,2,1,0,2,1,0,0,4,3,0,0
22	0	0.001688	false	1,4,3,2,3,2,1,4,2,1,0,0,4,3,0,0
23	0	0.001730	false	1,4,3,2,3,2,1,4,2,1,0,3,4,3,0,0
24	0	0.001767	false	1,4,3,2,3,2,1,4,2,1,0,3,4,3,0,1
25	0	0.001785	false	1,4,3,2,3,2,1,4,2,1,4,3,4,3,0,1
26	0	0.001796	true	1,4,3,2,3,2,1,4,2,1,4,3,4,3,2,1
